Product_ID,Item_Weight,Item_Type,Item_MRP,Packaging_Type,Packaging_Weight_kg,Supplier_Location,Warehouse_Location,Distance_km,Transport_Mode,Production_Emission_Factor,Packaging_Emission_Factor,Delivery_Emission_Factor,Product_Emissions,Packaging_Emissions,Delivery_Emissions,Total_Emissions
FDL50,12.15,Canned,125.0046,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,72.9,0.41,6,79.31
NCB30,,Household,198.8084,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDW11,12.6,Breads,61.9194,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,15.12,0.054,9.6,24.774
NCM43,14.5,Others,164.821,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,29,0.081,#VALUE!,#VALUE!
FDK44,16.6,Fruits and Vegetables,173.0738,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.62,0.027,30,41.647
FDM15,11.8,Meat,151.4366,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,318.6,0.108,12,330.708
FDS31,13.1,Fruits and Vegetables,178.8318,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.17,0.027,30,39.197
FDI32,17.7,Fruits and Vegetables,115.1834,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.39,0.027,30,42.417
FDR47,17.85,Breads,196.5794,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,21.42,0.054,9.6,31.074
FDB35,12.3,Starchy Foods,92.6804,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,18.45,0.054,30,48.504
NCU05,11.8,Health and Hygiene,81.4618,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,35.4,0.081,18,53.481
DRY23,,Soft Drinks,42.1112,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDO24,11.1,Baking Goods,157.4604,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,22.2,0.054,6,28.254
FDQ28,,Frozen Foods,153.0656,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDV39,11.3,Meat,198.1426,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,305.1,0.108,12,317.208
NCO17,,Health and Hygiene,117.944,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,0,0.081,18,18.081
FDU50,5.75,Dairy,112.8176,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,16.1,0.081,45,61.181
FDT12,,Baking Goods,226.8062,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDK58,11.35,Snack Foods,100.0016,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,28.375,0.054,6,34.429
FDO08,,Fruits and Vegetables,165.7526,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
NCW29,14,Health and Hygiene,130.431,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,42,0.081,18,60.081
FDE04,19.75,Frozen Foods,179.766,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,59.25,0.081,52.5,111.831
NCB19,6.525,Household,85.0882,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,26.1,0.135,18,44.235
FDV15,10.3,Meat,103.9648,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,278.1,0.108,12,290.208
FDL58,5.78,Snack Foods,264.7568,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,14.45,0.054,6,20.504
FDA08,11.85,Fruits and Vegetables,164.1526,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.295,0.027,30,38.322
FDT43,16.35,Fruits and Vegetables,50.1324,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.445,0.027,30,41.472
NCX06,,Household,182.5976,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDT20,10.5,Fruits and Vegetables,37.6164,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,7.35,0.027,30,37.377
FDB41,19,Frozen Foods,48.0718,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,57,0.081,52.5,109.581
NCN55,14.6,Others,238.8538,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,29.2,0.081,#VALUE!,#VALUE!
FDE40,,Dairy,62.9194,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
FDX49,,Canned,232.63,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
NCM53,18.75,Health and Hygiene,104.628,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,56.25,0.081,18,74.331
FDE36,5.26,Baking Goods,161.8868,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,10.52,0.054,6,16.574
FDN57,18.25,Snack Foods,140.2154,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,45.625,0.054,6,51.679
FDI24,,Baking Goods,177.937,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDI19,15.1,Meat,242.7512,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,407.7,0.108,12,419.808
FDF24,15.5,Baking Goods,81.5934,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,31,0.054,6,37.054
FDG52,13.65,Frozen Foods,45.7402,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,40.95,0.081,52.5,93.531
DRF36,16.1,Soft Drinks,189.3846,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,24.15,0.135,6,30.285
FDS45,,Snack Foods,107.3622,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDX40,12.85,Frozen Foods,39.7164,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,38.55,0.081,52.5,91.131
DRK12,9.5,Soft Drinks,32.99,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,14.25,0.135,6,20.385
DRC27,13.8,Dairy,245.1802,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,38.64,0.081,45,83.721
FDL58,5.78,Snack Foods,263.7568,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,14.45,0.054,6,20.504
NCD30,19.7,Household,96.0726,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,78.8,0.135,18,96.935
NCZ54,14.65,Household,161.5552,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,58.6,0.135,18,76.735
FDE10,6.67,Snack Foods,130.0626,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,16.675,0.054,6,22.729
FDR44,6.11,Fruits and Vegetables,131.2968,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,4.277,0.027,30,34.304
FDP28,13.65,Frozen Foods,260.0936,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,40.95,0.081,52.5,93.531
FDX15,17.2,Meat,160.6578,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,464.4,0.108,12,476.508
FDA39,6.32,Meat,40.2822,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,170.64,0.108,12,182.748
FDY24,4.88,Baking Goods,52.9298,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,9.76,0.054,6,15.814
FDC60,5.425,Baking Goods,88.3514,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,10.85,0.054,6,16.904
FDH28,15.85,Frozen Foods,37.2506,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,47.55,0.081,52.5,100.131
FDT25,7.5,Canned,121.7072,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,45,0.41,6,51.41
DRJ13,12.65,Soft Drinks,161.5578,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,18.975,0.135,6,25.11
NCO07,,Others,211.956,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,0,0.081,#VALUE!,#VALUE!
FDW20,20.75,Fruits and Vegetables,124.173,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,14.525,0.027,30,44.552
DRF27,,Dairy,152.134,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
FDS49,9,Canned,79.7644,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,54,0.41,6,60.41
FDX25,,Canned,181.9292,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
NCX42,,Household,165.6526,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDG33,,Seafood,170.4764,Vacuum-Sealed Pack/Plastic Tray,0.04,Kerala,Bangalore,500,Train,13,2.7,0.04,0,0.108,20,20.108
FDL56,14.1,Fruits and Vegetables,86.4198,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.87,0.027,30,39.897
FDF14,7.55,Canned,152.334,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,45.3,0.41,6,51.71
NCD06,13,Household,45.406,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,52,0.135,18,70.135
DRM47,,Hard Drinks,192.8846,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,0,0.17,24,24.17
FDS46,,Snack Foods,118.7782,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDB35,12.3,Starchy Foods,92.9804,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,18.45,0.054,30,48.504
FDX21,,Snack Foods,109.8912,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
NCU05,,Health and Hygiene,79.9618,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,0,0.081,18,18.081
NCR38,17.25,Household,251.3724,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,69,0.135,18,87.135
NCR18,15.85,Household,42.7112,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,63.4,0.135,18,81.535
NCU41,18.85,Health and Hygiene,192.1846,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,56.55,0.081,18,74.631
FDY56,16.35,Fruits and Vegetables,227.6062,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.445,0.027,30,41.472
DRJ51,14.1,Dairy,229.0668,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,39.48,0.081,45,84.561
FDK21,7.905,Snack Foods,249.0408,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,19.7625,0.054,6,25.8165
FDY25,12,Canned,179.3976,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,72,0.41,6,78.41
FDU44,12.15,Fruits and Vegetables,163.4552,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.505,0.027,30,38.532
FDL43,10.1,Meat,75.367,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,272.7,0.108,12,284.808
FDF05,17.5,Frozen Foods,262.491,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,52.5,0.081,52.5,105.081
DRF15,,Dairy,152.034,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
FDL20,17.1,Fruits and Vegetables,112.3886,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.97,0.027,30,41.997
FDV32,7.785,Fruits and Vegetables,61.451,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,5.4495,0.027,30,35.4765
FDJ34,11.8,Snack Foods,125.9704,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,29.5,0.054,6,35.554
FDG08,13.15,Fruits and Vegetables,171.8764,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.205,0.027,30,39.232
FDQ04,,Frozen Foods,41.5796,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDW13,8.5,Canned,51.1324,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,51,0.41,6,57.41
NCI17,8.645,Health and Hygiene,96.341,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,25.935,0.081,18,44.016
FDY03,17.6,Meat,110.9202,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,475.2,0.108,12,487.308
FDS12,9.1,Baking Goods,127.5362,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,18.2,0.054,6,24.254
FDJ55,12.8,Meat,225.9404,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,345.6,0.108,12,357.708
DRK01,7.63,Soft Drinks,95.4436,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,11.445,0.135,6,17.58
FDG28,9.285,Frozen Foods,246.4144,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,27.855,0.081,52.5,80.436
FDY38,13.6,Dairy,231.03,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,38.08,0.081,45,83.161
FDN01,8.895,Breakfast,176.237,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,16.011,0.054,6,22.065
NCR54,16.35,Household,195.211,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,65.4,0.135,18,83.535
FDG29,17.6,Frozen Foods,43.3454,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,52.8,0.081,52.5,105.381
FDG24,7.975,Baking Goods,85.225,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,15.95,0.054,6,22.004
FDG59,15.85,Starchy Foods,36.7164,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,23.775,0.054,30,53.829
FDM28,15.7,Frozen Foods,178.666,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,47.1,0.081,52.5,99.681
FDW04,8.985,Frozen Foods,128.831,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,26.955,0.081,52.5,79.536
FDS26,20.35,Dairy,260.1594,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,56.98,0.081,45,102.061
FDQ56,6.59,Fruits and Vegetables,85.6908,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,4.613,0.027,30,34.64
FDK51,19.85,Dairy,264.0884,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,55.58,0.081,45,100.661
FDL22,16.85,Snack Foods,91.4488,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,42.125,0.054,6,48.179
FDH19,,Meat,173.1738,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,0,0.108,12,12.108
FDY55,16.75,Fruits and Vegetables,256.4988,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.725,0.027,30,41.752
FDY03,17.6,Meat,110.5202,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,475.2,0.108,12,487.308
FDK21,7.905,Snack Foods,250.4408,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,19.7625,0.054,6,25.8165
FDZ10,,Snack Foods,126.202,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDZ32,7.785,Fruits and Vegetables,103.1964,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,5.4495,0.027,30,35.4765
NCZ18,7.825,Household,253.0698,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,31.3,0.135,18,49.435
NCF07,,Household,101.0016,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
DRE49,20.75,Soft Drinks,153.0024,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,31.125,0.135,6,37.26
FDJ08,,Fruits and Vegetables,190.3846,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDT39,6.26,Meat,151.1366,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,169.02,0.108,12,181.128
FDE08,18.2,Fruits and Vegetables,147.3734,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.74,0.027,30,42.767
NCD06,13,Household,46.306,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,52,0.135,18,70.135
FDB57,20.25,Fruits and Vegetables,222.1772,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,14.175,0.027,30,44.202
NCT54,8.695,Household,95.5094,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,34.78,0.135,18,52.915
DRF49,7.27,Soft Drinks,113.5518,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,10.905,0.135,6,17.04
FDM25,,Breakfast,174.0712,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,0,0.054,6,6.054
FDF20,12.85,Fruits and Vegetables,198.4768,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.995,0.027,30,39.022
FDH27,7.075,Dairy,142.7128,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,19.81,0.081,45,64.891
FDV60,,Baking Goods,196.211,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDY59,8.195,Baking Goods,94.3462,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,16.39,0.054,6,22.444
FDK36,7.09,Baking Goods,47.9034,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,14.18,0.054,6,20.234
NCM31,6.095,Others,141.4154,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,12.19,0.081,#VALUE!,#VALUE!
FDE33,19.35,Fruits and Vegetables,80.2644,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,13.545,0.027,30,43.572
FDU36,6.15,Baking Goods,99.3384,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,12.3,0.054,6,18.354
FDV13,,Canned,87.9856,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDV20,,Fruits and Vegetables,125.2678,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
NCQ54,17.7,Household,167.0474,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,70.8,0.135,18,88.935
FDO23,17.85,Breads,93.7436,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,21.42,0.054,9.6,31.074
DRE60,9.395,Soft Drinks,224.972,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,14.0925,0.135,6,20.2275
DRP47,15.75,Hard Drinks,250.5382,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,31.5,0.17,24,55.67
FDB21,7.475,Fruits and Vegetables,241.2854,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,5.2325,0.027,30,35.2595
FDR04,7.075,Frozen Foods,98.0068,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,21.225,0.081,52.5,73.806
FDX23,6.445,Baking Goods,92.6436,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,12.89,0.054,6,18.944
FDX19,19.1,Fruits and Vegetables,235.0958,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,13.37,0.027,30,43.397
FDD40,20.25,Dairy,193.6162,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,56.7,0.081,45,101.781
FDA01,15,Canned,59.1904,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,90,0.41,6,96.41
FDS33,6.67,Snack Foods,89.1514,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,16.675,0.054,6,22.729
FDM50,,Canned,60.222,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDB29,16.7,Frozen Foods,112.7176,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,50.1,0.081,52.5,102.681
FDF46,7.07,Snack Foods,115.5834,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,17.675,0.054,6,23.729
FDA33,6.48,Snack Foods,148.0076,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,16.2,0.054,6,22.254
FDC08,19,Fruits and Vegetables,228.272,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,13.3,0.027,30,43.327
FDB53,13.35,Frozen Foods,147.5392,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,40.05,0.081,52.5,92.631
FDY31,,Fruits and Vegetables,146.6418,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
DRQ35,,Hard Drinks,122.4388,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,0,0.17,24,24.17
FDX36,9.695,Baking Goods,223.9404,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,19.39,0.054,6,25.444
DRD13,15,Soft Drinks,62.6168,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,22.5,0.135,6,28.635
FDC52,11.15,Dairy,149.9708,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,31.22,0.081,45,76.301
FDB45,20.85,Fruits and Vegetables,103.2306,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,14.595,0.027,30,44.622
NCK19,9.8,Others,194.3478,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,19.6,0.081,#VALUE!,#VALUE!
FDV51,16.35,Meat,165.0842,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,441.45,0.108,12,453.558
FDZ35,9.6,Breads,101.299,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,11.52,0.054,9.6,21.174
NCW17,,Health and Hygiene,129.9994,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,0,0.081,18,18.081
FDV59,13.35,Breads,216.7166,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,16.02,0.054,9.6,25.674
DRH39,20.7,Dairy,76.367,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,57.96,0.081,45,103.041
FDN60,,Baking Goods,158.4604,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDU55,16.2,Fruits and Vegetables,260.6278,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.34,0.027,30,41.367
FDN58,,Snack Foods,230.9984,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDC41,,Frozen Foods,76.867,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
